id,name,ml_target,bio,most_common_language
125,Deardrops,0,"An ordinary programmer,
Golang / Rust / JavaScript, Vocaloid / Touhou / Virtual YouTuber",Go
126,Rajat2712,1,"Torture the data, and it will confess to anything.",Jupyter Notebook
127,adichad,1,Search guy,HTML
128,stephanedenis,0,"Dev/ScrumMaster
Teacher",C++
129,thrifus,0,"Founder of @Urbicapus-Studios.

Donations: 13ZK2tUiiJpPNr6fRdpuvzyLp4xdTtAMRN",Shell
131,razbakov,0,Full Stack Web Developer,JavaScript
132,sawyes,0,step by step,Shell
133,h3nnn4n,1,One Renan to code it all.,Python
135,moeinrahimi,0,"Senior Back-End Developer at Tether land
",JavaScript
136,forhadulislam,0,"Simplicity is complicated... Keep it simple. A Gopher. I'm a Jack of all trades, master of none.
",HTML
137,neu-rah,0,freelancer,C++
139,Marthyn,0,Teamlead engineering at Beequip.,Ruby
140,flavorjones,0,"Part-time OSS contributor, maintaining Nokogiri, Loofah, Rails::Html::Sanitizer, Mechanize, Sqlite3, and more in the Ruby ecosystem.",Ruby
141,davidyell,0,"Web developer, gamer, nerd.",PHP
143,rafaelcamaram,0,Front-end developer passionate about user interface design. Currently working mainly with React and React Native.,JavaScript
144,smamran,0,Computer Programming Enthusiastic,C++
145,anayini,1,"Product at @ashbyhq.
Previously: @plangrid, @palantir
OSS: ReactiveLists",Swift
146,hunkyu,1,SLAM,C++
148,elPandaFriki,0,"That boy from Canary Islands who codes.

The one in the photo is not my mother.",JavaScript
149,stefanhendriks,0,"Arrakis. Dune 2 - The Maker. RealBot for Counter-Strike 1.6. Languages: Java, C#, C++, Go, JS, Ruby, (little bit of Python)",Shell
151,samehkamaleldin,0,"I do Python, Machine Learning, and other stuff.",Python
152,GuanlinLee,1,"PhD Candidate@S-Lab, NTU
",Python
154,fuse-mars,0,"I like to solve problems in general, with a focus on simplicity. knowledge: DDD, TypeScript, JavaScript, Ember js, Node js, Ionic, AWS, Firebase",JavaScript
155,dimgold,1,"Data Science Researcher
",Jupyter Notebook
156,AndreiRailean,0,Principal Engineer at @ignitionapp,JavaScript
157,dongrenguang,0,Programming lover.,JavaScript
158,LiXiuhong,1,Xiuhong Li received his BS and Ph.D. degrees from Peking University. He is currently an associate director with Deep Learning Platform Department at SenseTime.,Cuda
159,minrk,0,"IPython, Jupyter, Binder, etc.",Python
160,sureshsarda,0,print(suresh.bio()),Java
162,alethea,0,"Web dev, accessibility and multilingualization nerd. she/her",Ruby
163,banixc,0,Nothing is the best news today.,C++
164,besquared,0,Chief Architect @ Mode Analytics,Ruby
165,BlackDante,0,!false ➡️  it's funny 'cause it's true,JavaScript
166,mohanarunachalam,1,"Deep Learning Consultant@EduTech startup
CIE,IIIT-Gachibowli,
Hyderabad.India.",Python
168,LeonardoCardoso,0,,Java
169,ascode,0,CTO at Enjia | and coding for EnjoyChinese,JavaScript
170,jakobsandberg,1,Advocate of open-source diabetes technology #WeAreNotWaiting,JavaScript
171,asinbow,0,Engineer,Shell
173,anilkunwar,1,Computational Researcher at Silesian University of Technology,Python
174,bushidocodes,0,Codes with Honor. Defends the Just. Pursues lofty undertakings on the cutting edge.,JavaScript
175,davegomez,0,Software Engineer,JavaScript
176,SecureCloud-biz,0,Programming God!,JavaScript
177,ibnujakaria,0,Developer and Blogger,JavaScript
178,Joe8Bit,0,CTO @banked,JavaScript
179,frankodoom,0,Principal Technology Consultant @AccedeLtd | Board Member @dotnet-foundation ,HTML
181,sjwilliams,0,A multimedia editor at The New York Times 📰,JavaScript
182,YunzhuLi,1,Assistant Professor,Python
183,chenlongqiang,0,选我所爱，爱我所选！,PHP
184,surunzi,0,It's never too late to change.,JavaScript
185,poudel,0,compulsive yak shaver,Python
186,Daaaaad,0,"Freelance (PHP) web developer from Belgium.
Prestashop & Laravel Expert.",PHP
187,boxabirds,1,"NONE OF THIS MATTERS IF WE DON'T FIX THE PLANET. I create great software that people love, with a particular passion for natural language processing.",Python
188,Graphettion,0,I ❤️ web stuff.,JavaScript
189,szenekonzept,0,"www.szenekonzept.de Joomla Seo Social Twitter /
Europecoin crypto-currency maintainer / bitcoinsulting.eu Blockchain PointOfSales / FederatedBlockchains",Python
190,nicolsc,0,Internet of things,JavaScript
191,Kingson4Wu,0,Backend Developer. Use Java & Golang. ,Go
195,r3dcrosse,0,Code & Rainbows,JavaScript
196,amoose136,1,"Physics dude, maker, frankencoder",Python
197,osmangoninahid,0,"Backend Engineer | Polyglot Developer | DevOps Hobbyist Equal love for NodeJS, Python, Golang",JavaScript
200,thierrymichel,0,"Passionate about optimization and looking for the absolute workflow, I draw up pixels at @epicagency as lead front-end developer.",JavaScript
202,saeedtabrizi,0,"IT expert , Full stack software developer. ",JavaScript
203,mikaelkaron,0,"Lover of OSS - creator of @troopjs, @mu-lib and @open-learning.",JavaScript
204,Solicite,0,White kitsune.,JavaScript
205,F36,1,Uhhhh! Exams Hurt,Python
206,chenxuhao,1,I am a postdoc at CSAIL MIT.,C++
209,thisismydesign,1,GPT trains on my code,Shell
210,summerwang0915,0,To be a better me.,JavaScript
212,jiangxtx,0,Enjoy the Art of Programming~~,JavaScript
213,hanyeliu,1,Associate professor in yulin university,Python
214,lijiannuist,1,"CV Research in YouTu；

CS graduates from NJUST；",Python
215,AghilesAzzoug,1,Desperately trying to train GPT-4 on CPU to make it available for public use :) - Data Scientist at Crédit Agricole DataLab Groupe.,Python
217,SeanJia,1,CS PhD student @ UCSD,Python
219,ahmedalaahagag,0,Backend developer,HTML
220,chenxy99,1,Xianyu Chen is a Ph.D. Student in the Department of Computer Science & Engineering at The University of Minnesota,Python
221,Cristian006,0,Software Engineer and Web Developer that likes building all sorts of stuff,JavaScript
222,dedevillela,0,"React Front-end Developer since 2022, Magento 2 Front-end Developer since 2020, WordPress Fullstack since 2012, I like new technologies, IoT & open source.",JavaScript
225,caddyliu,0,A programer who don't want to be a CEO is not a good PM!,HTML
226,rdspring1,1,"A PhD graduate researching Machine Learning, Locality-Sensitive Hashing, and Deep Learning Compilers.",Python
228,Drunkar,0,Creative Engineer at SkyMagic.,Python
229,rousseauo,0,"Partner @spektrummedia, web developer, outdoor enthusiast & startup addict. ",JavaScript
230,rqbazan,0,Software developer mostly with NodeJS 💚 I love to write clean beautiful code even when it's unnecessary,JavaScript
231,iamnapo,0,💻 Software Engineer · 💙 TypeScript Lover · 😎 Cool Guy,JavaScript
232,cowlicks,1,I program memes and meme accessories.,Python
233,ed-george,0,"Lead Android/iOS Developer and full-time burrito enthusiast 🌯

AKA @asos-edgeorge",Java
234,tessavdheiden,1,"Currently working at NPO, the public broadcasting service of the Netherlands, as a Machine Learning Engineer. ",Python
235,juliotorresmoreno,0,I'm the AI-mazing person you need to develop your AI project. Let's make technology magic happen together! 🚀😄,JavaScript
236,mfilej,0,Big fan of the base 10,Ruby
237,MilindaLaknath,1,"Software Engineer @ ADL
",HTML
238,antonov,0,Software engineer ,TypeScript
239,hjanime,1,Bioinformatican & Deep Learning & Graphing Scientist ,R
241,lazarofl,0,#developer #runner #teamworker,JavaScript
242,lmm0591,0,Code Life,JavaScript
243,mattdennewitz,0,"vp engineering @muckrack. text work, scraping and baseball code, primarily.",Python
244,Gdewilde,0,"@apideck-io, @not-a-bank, and @privacyradius. ",JavaScript
245,ZhengshengWei,1,Voice go through the air,Python
246,petitspois,0,Frontend designer / developer.,JavaScript
247,lymhust,1,PhD CityU HK,Lua
248,suliang,0,piano coder,HTML
250,olohmann,0,Microsoft FTE,Shell
252,mar-bi,0,JavaScript developer. In love with mobile development & React Native,JavaScript
253,kaochenlong,0,"五倍學院負責人,  Ruby/Rails/Python/Django Developer and Instructor, Book author.",HTML
254,herbat73,0,"Software Engineer, Internet Innovator, Entrepreneur, Startup & Team Leader",C#
255,ihorzenich,0,"Frontend Developer for @EPAM ✽ Speaker at #wstdays, #WebCampOdessa, #KharkivCSS, #frontendweekend conferences. #b_ evangelist.  Author of HTML5Checklist",HTML
256,jlilja,0,"🐳 Container & DevOps Enthusiast | Automating, optimizing, and scaling.  #Containers #DevOps",Shell
257,gon250,0,Software Developer & Geek. I love challenges. I spend my free time learning new technologies. Sharing my developer experiences with the world.,JavaScript
258,loic-sharma,0,Developer on the Flutter team,C#
259,GTmac,1,"
    Research Scientist @facebook. Former CS PhD at Stony Brook University.
Interested in data mining (graph mining in particular).
",Python
260,apetresc,1,Distinguished Architect @Kinaxis,Python
261,nicktoumpelis,0,"Head of Product @ Marketing Line, Efficy (prev. APSIS) | ex Spotify, Bugsense, Yabie (prev. Kaching) | Aberystwyth, Manchester alumni",Objective-C
262,dweekly,1,I like to start things. :),JavaScript
263,brandon-beacher,0,http://stackoverflow.com/story/brandon-beacher,Ruby
264,luismendozamx,0,Software Engineer,JavaScript
266,anilozmen,0,Software Developer,JavaScript
267,prashanthbasani,1,Machine Learning Engineer exploring Big Data and AI Together.,Python
268,rodionovp,1,Chief Architect @TrueML,Shell
269,naupaka,0,Associate Professor of Biology,HTML
270,not-for-me,0,For the Peace of All mankind!,HTML
271,jmgirard,1,Assistant Professor of Psychology,R
272,ecrider,0,"Full Stack Web Developer, Web Applications Architect, Digital Mercenary. Building @valentine-framework when no one is watching 🙃",JavaScript
273,ding-hai,1,啊哈,C
274,rkyymmt,0,"Lead Edge AI / IoT Research Engineer, RL, DL, GPGPU, FPGA, RISC-V, ARM, LPWA",Shell
275,guillaumerose,0,Software engineer,Go
276,nevernet,0,Simple Coder,JavaScript
277,priyatam,0,"artist, writer, lisper | senior architect",JavaScript
278,ganesharulanantham,0,"Loves ReactJS | GoLang  | Moved from Rails & EmberJS | Full Stack Product Engineer @freshworks, Built @Freshsales & ML Products, Mechanical engineer @SastraUni",JavaScript
279,justein,1,JVM癌晚期,HTML
280,eoinsha,0,fourtheorem.com,JavaScript
281,skyhitblog,0,learning magic because programming is the closest we have to magic in this world.,JavaScript
283,alberto-hortelano,0,"Full stack developer.
JS, Node.js",JavaScript
284,felipesabino,0,"My hobby is starting new hobbies, currently doing software stuff @ amazon. Opinions are my own",JavaScript
285,saifeiLee,0,Heal the world. Make it a better place. ,Shell
286,Guzpenha,1,Researcher - IR - RecSys - ML - NLP. https://linktr.ee/guzpenha,Python
287,a-dabrowski,0,JavaScript Developer,HTML
288,AotY,0,This Too Shall Pass.,Python
289,scanfyu,1,"Python, Rust, C++.On Machine Learning, Deep Learning,Quantitative trading.",Python
290,thunderrun,0,Software Engineering | Node.js | Vue.js,JavaScript
291,splorp,0,"Interface considerations.
Gadget accumulation.
Typography.",CSS
292,actionsmile,0,AS / Scotch / Bagpipes,ActionScript
293,johngriffin,1,"Web3, data science, machine learning, large language models and experimental stuff.",JavaScript
294,felixhorro,0,Director of Data @sngular,JavaScript
295,larc000,0,@hangarcr ,No languages detected
296,arashm,0,A passionate developer looking for challenges.,JavaScript
298,akatrevorjay,0,"Ah, aha push it --
p-push it real good",Shell
300,levindoneto,0,Founder and IT Consultant at Dawntech Inc. | Computer Engineer,Python
301,milesgranger,0,Just a happy engineer.,Python
305,cakecatz,0,Software Developer,JavaScript
306,stringariSM,0,Empreendedor | CTO da FCode,HTML
307,liuganggang,0,"Ruby on Rails web engineer, Since 2012. Using Golang, nodejs, ELK stack.",Ruby
308,kinvix,0,腾讯文档前端团队负责人；腾讯AlloyTeam创始人；HTML5梦工场深圳负责人；团队Blog：Http://www.AlloyTeam.com,JavaScript
309,MarkBennett,0,"Dad, programmer, and JavaScript developer. I'm an organiser at @devedmonton and owner of @burmis.",JavaScript
310,mafairnet,0,"ISC, adicto a la tecnologia, aviones, fotografia, diseño, musica y demas.. Al final, uno de esos romanticos a la antigua.. ",JavaScript
311,davequick,0,"photo geek, tech geek.
",JavaScript
312,carolove,1,golang software engineer,Go
314,jordanpapaleo,0,Currently: Software Engineer at Theorem,JavaScript
315,soutik,1,ML | Deep Learning ,Jupyter Notebook
316,dmente03,0,Senior Full Stack Developer,HTML
317,stevenlr,0,"Software engineer, doing mostly graphics programming.",C
318,ebertti,0,"MSc, Solution Architect, Fullstack Developer and Teacher",Python
319,lsd,0,@lsd,Ruby
320,miho,0,"Computer Scientist, Developer, Artist",Java
321,javiercejudo,0,Software engineer,JavaScript
322,seik,0,Memento qui sis.,Python
323,romanslonov,0,"Frontend. Interested in design systems, JS, Vue, Node.js, React.",JavaScript
324,Liweimin0512,0,我有一个女儿，正在学习如何做父亲,GDScript
325,Jyothsnasrinivas,1,Co-founder at TypeLead,Haskell
326,boneskull,0,advertisement,JavaScript
327,artisonian,0,Senior UI Engineer,JavaScript
328,jkusachi,0,"Software Manager for Zillow Group.   Pug owner. 
I love to code, teach, eat, golf, play video games and most importantly, raise my son with my family",JavaScript
329,RodrigoCS,0,"Software Developer
Full-Stack JS.",JavaScript
330,kgaut,0,"Machineur de trucs.
Développeur web PHP/Drupal freelance en Auvergne",PHP
331,MrShininnnnn,1,GalGame is the future of RL in NLP. (Join us at @ShiningLab),Python
332,TrueMoein,0,Full-Stack Web Developer,JavaScript
333,aoberoi,0,Internal Developer Relations - Web Lead @google,JavaScript
336,keilw,0,"Werner is Committer at Apache Foundation, Eclipse Foundation and the Java Community Process in many leading JSRs, JSR 354 and 385 Spec Lead and JCP Award Winner",Java
338,bukosabino,1,Join us now and share the software. You'll be free.,Python
339,jack4it,0,Working at @Oracle @OCI on @OKE (Kubernetes).,JavaScript
340,FrontMage,0,Rust save the world!,JavaScript
341,arrygoo,0,medium.com/@Arry,JavaScript
344,Torreshan,1,"M.Sc. of Robotics;




SLAM & Computer Vison",Python
345,penberg,0,"Founder and CTO at Turso. Software engineer interested in distributed systems, cloud/edge computing, and databases. Previously @ScyllaDB & Linux kernel.",Shell
346,hallahan,0,Maps.,JavaScript
347,gravataLonga,0,Software Architecture is my main focus. Currently working at Creative Code Solutions. 👋 ,PHP
348,SabraAS,0,"I love pizza, that's it.",JavaScript
349,alvimm,0,Check out my portfolio!,HTML
350,Kirschn,0,German Shitposter,JavaScript
352,leonardothibes,0,Apenas mais um pedreiro digital,Shell
353,adesege,0,"I am a multi-faceted Software Engineer with 7 years experience who is knowledgeable in Javascript, Typescript,
Nodejs, Reactjs, Vuejs, PHP, TDD, etc. ",JavaScript
354,bikingbadger,0,"Oracle Apps DBA wondering into the world of Javascript and all the joys of Node, MySQL, Vue and Express",JavaScript
355,hackerxiaobai,1,"人生在勤，不索何获。
NLP & Audio",Python
357,gberger,0,FD Software Engineer,JavaScript
359,mapninja,1,Geospatial Swiss Army Knife at a Silicon Valley University.,HTML
360,jgw96,0,Senior Software Engineer at @microsoft ,JavaScript
361,Tomotoes,0,"Front back left right end engineer


",JavaScript
362,aalises,0,"Leading Engineering at @olivahealth | previously Tech Lead at @kiwicom | MSc. in Computational Biomedical Engineering. 🧠💻

> https://oliva.health.com",JavaScript
364,keepfit,0,"keep fit, keep coding!",Java
365,Perfect-Web,0,Full Stack Engineer,Shell
366,Polkas,1,Maciej Nasinski - Data Scientist,R
367,alexandersvozil,1,"Applied Scientist @ Amazon
",C
368,Arthraim,0,"iOS developer since iOS 4
",Ruby
369,nmadapan,1,Ph.D. Candidate | Machine Learning | Gesture Recognition | Zero-Shot and Few-Shot Learning | Purdue University | Looking for summer internship.,Python
370,rheech,1,A backend developer,Java
371,chosenvictim,0,Fullstack developer (JS/React/Java/Python),JavaScript
372,chrisgillis,0,Team Lead at Stitch Labs by day... electronics hobbyist by night.,Go
373,WhoIsJack,1,Systems biologist studying the principles of self-organization at the interface of cell and developmental biology.,Jupyter Notebook
374,latelee,1,Embedded Linux / C / C++ / DevOps / Docker / Golang,Makefile
376,novemberde,0,Serverless is more ⚡️        AWS Serverless Hero💪       Chatting Team Lead at Karrot🥕,JavaScript
377,lyzzard,0,"Web, music, and cakes.",JavaScript
378,JasonEtco,0,🐙🐱,JavaScript
379,paincompiler,1,Jazz&Lisp.,Shell
382,samsonchen1989,0,"
    playing and making games
",C++
383,Separius,1,"PhD Student at the University of Bern, Computer Vision Group",Python
384,cnjsstong,0,Developer. Blockchain Enthusiast.,JavaScript
385,benschaaf,0,"Looking for my work? My work is primarily in private repos and belongs to U-M.

Work can be made available on request. ",Nunjucks
386,baishali-ghosh,0,Developing an intuition for well-written code.,JavaScript
387,markui,0,Passionate about fun products that connect people around the world,Python
388,AbdallahMezo,0,Peep ,JavaScript
389,skrosoft,0,French dev. living in Chile since 2009,PHP
390,humblem2,1,Backend / DL,Python
391,mattcontet,0,Senior Backend developer ,Makefile
392,qyz777,1,"member of @ifLab
",Swift
393,guilleiguaran,0,@rails core member,Ruby
394,kripaz777,1,"BE Electronics and communication Engineering 
Computer Vision Nanodegree from Udacity
Data Scientist, DeepLearning,MachineLearning Engineer Blockchain, XR Ent",Jupyter Notebook
395,sturmenta,0,freedom to create,JavaScript
396,jensjns,0,Keyboard-slapping code beast creating kick-ass megabytes for the internet! Boo-Yah! 🤙,JavaScript
397,syy,0,Software Developer,JavaScript
399,kyohei8,0,😰 ❤️ 🐈,JavaScript
400,28,1,Дејан Јосифовић,Shell
401,MrGemy95,1,"MSc. in AI at university of Guelph and Vector Institute. 

",Python
402,anggagewor,0,"full-stack developer, Php enthusiast, Linux Fighter, GPLv2 Lover",PHP
403,maggit,0,Engineering Manager At Meta,Ruby
404,mateuszszklarek,0,Senior iOS Engineer @ProtonMail [ZH]🇨🇭#Cybersecurity | Ex Futurae @elpassion | Big fan of TDD/BDD 🔴🟢🛠 I do NOT only speak about unit tests — I write them ⌨,Ruby
406,reyuwei,1,student,Python
407,rodnylobos,0,designer,CSS
409,sourishkrout,0,Building runme.dev @stateful,JavaScript
410,ZhaoZeyu1995,1,"Je pense, donc je suis",Python
412,cheh,0,WordPress / Full stack developer,No languages detected
413,paulsmith,0,"Co-Founder & Chief Technologist at Ad Hoc. HealthCare.gov rescue. Ex-EveryBlock, DNC, OFA 2012.",Go
414,DrDarbin,1,"Technical Lead (Python, PostgreSQL), Blockchain Developer,
@Kaggle and DS/ML enthusiast, MTech",Python
415,SchabrechtsK,0,Independent software developer & Technical Lead ･ Public speaker ･ Content creator ･ Problem solver ･ Life-Long Learning,HTML
416,92bondstreet,0,"Empower People @PayFit 👩🏽‍💻👩🏾‍🔧. 
Adjunct professor at @esilvParis🌻.  
Formerly @AirbusDefence 🛰️ and @synthesio 🤳.",JavaScript
417,animesh-chouhan,1,Software Engineer@JPMorgan Chase | SDE Intern@Trell | IIT Kharagpur ,Python
418,reemardelarosa,0,"Excited about Angular, Typescript and Qwik.",HTML
419,mishrarohit,0,Product @Shopify,JavaScript
420,QhelDIV,1,"PhD student of GrUVi lab @ Simon Fraser University. 
Neural Field & Generative models",Python
421,iskandr,1,Genes and vectors,Python
422,Sublio,0,QA Automation Engineer,Objective-C
423,hongyanh,0,Yan is a serial entrepreneur who has years of professional experience in both design and programming. He is happy to share his skills and ideas.,JavaScript
424,Jywud,0,show me your code,JavaScript
425,montyanderson,0,"10+ years of open source code.

Founder + Engineering 
@prodialabs.",JavaScript
426,glacials,0,"can't talk, five side projects deep.

prev @twitchtv, @llnl",JavaScript
427,PursueHappinessDirectly,1,"Data Scientist,
Machine Learning Engineer,
MD simulator",Jupyter Notebook
428,nim4n136,0,Make it better,HTML
429,Fuhongshuai,1,"A CS Student &
ACMer",Python
430,cjf00000,1,Scalable machine learning and Bayesian inference,Python
432,jaggy,0,I build things,PHP
